obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,TEMP_data_avgyear,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_spouse_ed,instr_marital_status,instr_nsiblings,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w
832,56,Mazrekaj et al. (2019),0.8484644669468189,0.04894987309308571,17.333333333333332,0.7995145938537331,0.8974143400399046,0.12206135585639516,0.007042001299407413,142.0050859809058,0,1,0,0,0,1,0,19878,12,19865,12,9.3,1,0,1,0,0,1,0,0,0,1,0,1,2011,7.606387389772652,0,0.43,0.56000000000000005,0,0.96,0.04,0,1,NA,NA,1,0,NA,NA,Belgium,1,0,0,0,0,0,1,0,0,1963.666666666667,1276,19.16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.149,8,1,0,23,NA,NA,NA,NA,NA
833,56,Mazrekaj et al. (2019),3.3979355402073086,0.38265039867199424,8.879999999999999,3.0152851415353146,3.7805859388793026,0.0628841340113046,0.007081546622894663,141.21209013395418,0,1,0,0,0,1,0,19878,15,19862,12,9.3,1,0,1,0,0,1,0,0,0,1,0,1,2011,7.606387389772652,0,0.43,0.56000000000000005,0,0.96,0.04,0,1,NA,NA,1,0,NA,NA,Belgium,1,0,0,0,0,0,1,0,0,1963.666666666667,1276,19.16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.149,8,1,0,23,NA,NA,NA,NA,NA
834,56,Mazrekaj et al. (2019),0.6073692061800084,0.04924615185243312,12.333333333333332,0.5581230543275754,0.6566153580324415,0.08717255383758649,0.007068044905750256,141.48184021672574,0,1,0,0,0,1,0,19878,12,19865,12,9.3,1,0,1,0,0,1,0,0,0,1,0,1,2011,7.606387389772652,0,0.43,0.56000000000000005,0,0.96,0.04,0,1,NA,NA,1,0,NA,NA,Belgium,1,0,0,0,0,0,1,0,0,1963.666666666667,1276,19.16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.149,8,1,0,23,NA,NA,NA,NA,NA
835,56,Mazrekaj et al. (2019),3.5104472838743517,0.5341984997200101,6.571428571428571,2.9762487841543415,4.044645783594362,0.04657755603535441,0.007087888961901758,141.08573164381076,0,1,0,0,0,1,0,19878,15,19862,12,9.3,1,0,1,0,0,1,0,0,0,1,0,1,2011,7.606387389772652,0,0.43,0.56000000000000005,0,0.96,0.04,0,1,NA,NA,1,0,NA,NA,Belgium,1,0,0,0,0,0,1,0,0,1963.666666666667,1276,19.16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.149,8,1,0,23,NA,NA,NA,NA,NA
836,57,Li & Urmanbetova (2007),1.4,0.7216494845360825,1.94,0.6783505154639174,2.1216494845360825,0.056481241425366466,0.029114041971838388,34.34768696724716,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,1,0,0,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
837,57,Li & Urmanbetova (2007),1.2,0.7272727272727273,1.65,0.47272727272727266,1.9272727272727272,0.04805937929218158,0.02912689654071611,34.33252830771425,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,1,0,0,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
838,57,Li & Urmanbetova (2007),0.83,0.7757009345794391,1.07,0.054299065420560844,1.605700934579439,0.031186656367779658,0.029146407820354818,34.30954531905079,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,1,0,0,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
839,57,Li & Urmanbetova (2007),0.68,0.6666666666666667,1.02,0.013333333333333308,1.3466666666666667,0.029730655662414812,0.029147701629818445,34.30802238544216,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,0,0,1,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
840,57,Li & Urmanbetova (2007),0.71,0.7029702970297029,1.01,0.007029702970297036,1.412970297029703,0.029439432512957893,0.029147952983126627,34.307726534995,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,1,0,0,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
841,57,Li & Urmanbetova (2007),1.1,0.738255033557047,1.49,0.36174496644295306,1.8382550335570471,0.04340832767047214,0.02913310581910882,34.32521085150097,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,1,0,0,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
842,57,Li & Urmanbetova (2007),0.87,0.8787878787878788,0.99,-0.008787878787878789,1.7487878787878788,0.02885696379681576,0.02914844827961188,34.30714357098241,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,1,0,0,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
843,57,Li & Urmanbetova (2007),1.5,0.8152173913043478,1.84,0.6847826086956522,2.3152173913043477,0.05357842126389559,0.029118707208638905,34.34218397248492,1,0,0,1,0,0,0,1182,5,1176,8,8.28,19.53,1,0,1,0,0,0,0,1,0,0,1,1996,7.59890045687141,0.1,0.1,0.71,0.09,1,0,0.63,0.37,NA,NA,0,1,1,0,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,33.81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0.146,4,1,0,11,NA,NA,NA,NA,NA
844,58,Sakellariou & Fang (2015),7.2,0.6,12,6.6000000000000005,7.8,0.20433118274318615,0.01702759856193218,58.728187440104094,1,0,1,0,0,0,0,3316,10,3305,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,1,0,0.9,0.1,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
845,58,Sakellariou & Fang (2015),9.1,2.3,3.956521739130435,6.8,11.399999999999999,0.06865967432107518,0.017353544059172846,57.62511660961921,1,0,1,0,0,0,0,3316,10,3305,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,1,0,0.9,0.1,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
846,58,Sakellariou & Fang (2015),5.7,0.6,9.5,5.1000000000000005,6.3,0.1889355130790461,0.019887948745162747,50.28170641495772,1,0,1,0,0,0,0,2451,12,2438,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
847,58,Sakellariou & Fang (2015),5.4,0.6,9.000000000000002,4.800000000000001,6,0.15942318366671104,0.017713687074079002,56.45352070508977,1,0,1,0,0,0,0,3119,12,3106,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
848,58,Sakellariou & Fang (2015),5,1.5,3.3333333333333335,3.5,6.5,0.06734197595852695,0.020202592787558083,49.49859706204926,1,0,1,0,0,0,0,2451,11,2439,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
849,58,Sakellariou & Fang (2015),6.3,1.3,4.846153846153846,5,7.6,0.09767841011213367,0.020155862404091077,49.61335714402515,1,0,1,0,0,0,0,2451,12,2438,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0,1,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
850,58,Sakellariou & Fang (2015),4.5,0.9,5,3.6,5.4,0.13277976293203617,0.026555952586407236,37.656340767525464,1,0,1,0,0,0,0,1405,11,1393,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,1,0,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
851,58,Sakellariou & Fang (2015),8,3.4,2.3529411764705883,4.6,11.4,0.06289541416653283,0.02673055102077645,37.41037733276598,1,0,1,0,0,0,0,1405,10,1394,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,1,0,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
852,58,Sakellariou & Fang (2015),8,3.5,2.2857142857142856,4.5,11.5,0.06110521039371116,0.026733529547248634,37.406209241193075,1,0,1,0,0,0,0,1405,10,1394,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,1,0,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
853,58,Sakellariou & Fang (2015),8.4,3.8,2.210526315789474,4.6000000000000005,12.2,0.05910231079173919,0.026736759643882013,37.401690156900635,1,0,1,0,0,0,0,1405,10,1394,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,1,0,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
854,58,Sakellariou & Fang (2015),3.6,0.8,4.5,2.8,4.4,0.14575018235653436,0.03238892941256319,30.874746962525865,1,0,1,0,0,0,0,945,11,933,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
855,58,Sakellariou & Fang (2015),3.3,0.9,3.6666666666666665,2.4,4.2,0.11323970232334872,0.030883555179095103,32.37969185221571,1,0,1,0,0,0,0,1047,11,1035,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
856,58,Sakellariou & Fang (2015),7.4,3.2,2.3125,4.2,10.600000000000001,0.07545161905031735,0.03262772715689398,30.64877903359284,1,0,1,0,0,0,0,945,10,934,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
857,58,Sakellariou & Fang (2015),7.2,4,1.8,3.2,11.2,0.05876456598625165,0.03264698110347314,30.630703550522632,1,0,1,0,0,0,0,945,9,935,14,7.6,4.5999999999999996,1,0,1,0,0,0,0,1,0,1,0,2009,7.605392364814935,0.09,0.38,0.46,7.0000000000000007E-2,0.3,0.7,0,1,0.9,0.1,0,1,0.38,0.62,China,0,1,0,0,0,0,0,1,0,127.1666666666667,27,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,19,NA,NA,NA,NA,NA
858,59,Frazer (2023),10.4,1.1,9.454545454545453,9.3,11.5,0.2941093672388432,0.03110772153487765,32.14635951009175,0,1,0,0,0,1,0,948,3,944,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,27,NA,NA,NA,NA,NA
859,59,Frazer (2023),7.4,1.4,5.2857142857142865,6,8.8,0.1696319917097029,0.03209253897210595,31.159890492590055,0,1,0,0,0,1,0,948,4,943,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,27,NA,NA,NA,NA,NA
860,59,Frazer (2023),8.1,1.1,7.363636363636362,7,9.2,0.23318261044731342,0.03166677425827714,31.578840075212828,0,1,0,0,0,1,0,948,4,943,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,27,NA,NA,NA,NA,NA
861,59,Frazer (2023),7.2,1.6,4.5,5.6,8.8,0.14506697461492843,0.0322371054699841,31.020154738492195,0,1,0,0,0,1,0,948,5,942,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,1,27,NA,NA,NA,NA,NA
862,59,Frazer (2023),11.2,1.6,6.999999999999999,9.6,12.799999999999999,0.22225022225033333,0.031750031750047626,31.496031496047245,0,1,0,0,0,1,0,948,4,943,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,27,NA,NA,NA,NA,NA
863,59,Frazer (2023),8.2,2,4.1,6.199999999999999,10.2,0.13240902245181604,0.03229488352483319,30.964657272445304,0,1,0,0,0,1,0,948,5,942,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,27,NA,NA,NA,NA,NA
864,59,Frazer (2023),10,1.5,6.666666666666667,8.5,11.5,0.21226208472298677,0.03183931270844802,31.40771313617794,0,1,0,0,0,1,0,948,5,942,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,27,NA,NA,NA,NA,NA
865,59,Frazer (2023),8,2,4,6,10,0.1293016367670472,0.03232540919176179,30.935416596516042,0,1,0,0,0,1,0,948,6,941,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,1,27,NA,NA,NA,NA,NA
866,59,Frazer (2023),9.7,1,9.7,8.7,10.7,0.301205925242691,0.031052157241514538,32.20388175360232,0,1,0,0,0,1,0,948,4,943,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,27,NA,NA,NA,NA,NA
867,59,Frazer (2023),7.5,1.4,5.357142857142858,6.1,8.9,0.17194555021002075,0.032096502705870535,31.156042425055155,0,1,0,0,0,1,0,948,5,942,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,27,NA,NA,NA,NA,NA
868,59,Frazer (2023),9,1.1,8.181818181818182,7.9,10.1,0.2575827003040875,0.031482330037166245,31.763849715680415,0,1,0,0,0,1,0,948,5,942,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,27,NA,NA,NA,NA,NA
869,59,Frazer (2023),7.2,1.6,4.5,5.6,8.8,0.14514241246434065,0.032253869436520144,31.004031995854994,0,1,0,0,0,1,0,948,6,941,12,10.6,20.3,1,0,0,0,0,1,1,0,0,0,1,1995,7.598399329323964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,Ghana,0,0,0,0,0,1,0,0,1,19.58333333333333,1.03,36.799999999999997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,1,27,NA,NA,NA,NA,NA
870,60,Doan et al. (2020),7.22,0.08,90.25,7.14,7.3,0.25320966566246955,0.0028056472649581115,356.42399259870257,0,1,0,0,1,0,0,118899,5,118893,15,13.5,20.399999999999999,1,0,0,0,0,1,0,1,0,0,1,2009,7.605392364814935,0.11799999999999999,0.11899999999999999,0.54600000000000004,0.217,NA,NA,0.51,0.49,NA,NA,0,1,NA,NA,Australia,1,0,0,0,0,0,1,0,0,2538.666666666667,1600,38.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.042,6,1,0,24,NA,NA,NA,NA,NA
871,60,Doan et al. (2020),7.43,0.06,123.83333333333333,7.37,7.489999999999999,0.28926572343898205,0.002335927780126369,428.0954267969286,0,1,0,0,1,0,0,167937,5,167931,15,13.5,20.399999999999999,1,0,0,0,0,1,0,1,0,0,1,2009,7.605392364814935,0.11799999999999999,0.11899999999999999,0.54600000000000004,0.217,NA,NA,0.51,0.49,NA,NA,0,1,NA,NA,Australia,1,0,0,0,0,0,1,0,0,2538.666666666667,1600,38.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.042,6,1,0,24,NA,NA,NA,NA,NA
872,60,Doan et al. (2020),7.99,0.2,39.949999999999996,7.79,8.19,0.179144375183495,0.004484214647897247,223.00448986511458,0,1,0,0,1,0,0,48141,5,48135,15,13.5,20.399999999999999,1,0,0,0,0,1,0,1,0,0,1,2009,7.605392364814935,0.11799999999999999,0.11899999999999999,0.54600000000000004,0.217,NA,NA,0.51,0.49,NA,NA,0,1,NA,NA,Australia,1,0,0,0,0,0,1,0,0,2538.666666666667,1600,38.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.042,6,1,0,24,NA,NA,NA,NA,NA
873,60,Doan et al. (2020),4.32,0.19,22.736842105263158,4.13,4.510000000000001,0.08516868131668381,0.003745844780131927,266.962476743305,0,1,0,0,1,0,0,70758,5,70752,15,13.5,20.399999999999999,1,0,0,0,0,1,0,1,0,0,1,2009,7.605392364814935,0.11799999999999999,0.11899999999999999,0.54600000000000004,0.217,NA,NA,0.51,0.49,NA,NA,0,1,NA,NA,Australia,1,0,0,0,0,0,1,0,0,2538.666666666667,1600,38.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.042,6,1,0,24,NA,NA,NA,NA,NA
874,60,Doan et al. (2020),6.36,0.14,45.42857142857142,6.220000000000001,6.5,0.21046241267144386,0.004632820404717318,215.85123372832695,0,1,0,0,1,0,0,44534,5,44528,15,13.5,20.399999999999999,1,0,0,0,0,1,0,1,0,0,1,2009,7.605392364814935,0.11799999999999999,0.11899999999999999,0.54600000000000004,0.217,NA,NA,0.51,0.49,NA,NA,0,1,NA,NA,Australia,1,0,0,0,0,0,1,0,0,2538.666666666667,1600,38.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.042,6,1,0,24,NA,NA,NA,NA,NA
