obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_hurdle,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,effect_w,se_w,se_precision_w,t_w,significant_w,X
1451,90,Gill et al. (2000),10.2415025384518,0.8373555534583231,12.23076923076923,9.404146984993476,11.078858091910122,0.3271625715313366,0.02674914106859985,37.384377966957416,1,0,0,0,0,1,0,1272,23,1248,18,15,8.4,0,1,1,0,0,0,0,0,1,0,1,1994,0,7.5999999999999998E-2,0.22,0.70400000000000007,1,0,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,26357,1346,0.928,30.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.186,101,1,0,21,NA,NA,NA,NA,NA,X
1452,90,Gill et al. (2000),8.933822075365327,0.8521082158321623,10.484375,8.081713859533165,9.78593029119749,0.284514965272392,0.02713704586800758,36.8499948323012,1,0,0,0,0,1,0,1272,23,1248,18,17,8.4,0,1,1,0,0,0,0,0,1,0,1,1994,0,7.5999999999999998E-2,0.22,0.70400000000000007,1,0,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,26357,1346,0.928,30.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.186,101,1,0,21,NA,NA,NA,NA,NA,X
1453,90,Gill et al. (2000),7.517440445724888,2.794945806743868,2.689655172413793,4.72249463898102,10.312386252468755,0.07615923823533476,0.028315614215701383,35.316203716516476,1,0,0,0,0,1,0,1272,31,1240,18,13,8.4,0,1,1,0,0,0,0,0,1,0,1,1994,0,7.5999999999999998E-2,0.22,0.70400000000000007,1,0,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,26357,1346,0.928,30.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.186,101,1,0,21,NA,NA,NA,NA,NA,X
1454,90,Gill et al. (2000),10.39047788171741,1.285419944129989,8.083333333333334,9.105057937587421,11.6758978258474,0.22373226471866162,0.027678218315710715,36.129493184623804,1,0,0,0,0,1,0,1272,31,1240,18,15,8.4,0,1,1,0,0,0,0,0,1,0,1,1994,0,7.5999999999999998E-2,0.22,0.70400000000000007,1,0,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,26357,1346,0.928,30.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.186,101,1,0,21,NA,NA,NA,NA,NA,X
1455,90,Gill et al. (2000),8.955541512052534,0.8516413919336734,10.515625,8.10390012011886,9.807182903986208,0.28613777472451407,0.0272107244908899,36.75021590604095,1,0,0,0,0,1,0,1272,31,1240,18,17,8.4,0,1,1,0,0,0,0,0,1,0,1,1994,0,7.5999999999999998E-2,0.22,0.70400000000000007,1,0,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,26357,1346,0.928,30.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.186,101,1,0,21,NA,NA,NA,NA,NA,X
1456,91,Gorodnichenko (2005),2.8,0.3,9.333333333333334,2.5,3.0999999999999996,0.14415190435277792,0.01544484689494049,64.74651427768997,0,1,0,0,0,0,1,4111,5,4105,20,10.742,21.39,1,0,0,0,1,0,0,0,1,0,1,1985,8.0399999999999999E-2,0.15509999999999999,0.60539999999999994,0.15909999999999999,0.72199999999999998,0.27800000000000002,0.51800000000000002,0.48199999999999998,0.33943833943833951,0.66056166056166044,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1680,44,0.047,38.132000000000005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1457,91,Gorodnichenko (2005),3.9,0.4,9.75,3.5,4.3,0.15682899347119775,0.016085024971404897,62.169626828540636,0,1,0,0,0,0,1,3776,5,3770,20,11.212,20.901,1,0,0,0,1,0,0,0,1,0,1,1990,4.24E-2,0.1245,0.66080000000000005,0.17219999999999999,0.72199999999999998,0.27800000000000002,0.52500000000000002,0.47499999999999998,0.33943833943833951,0.66056166056166044,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1710,29,0.58,38.113,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1458,91,Gorodnichenko (2005),8.1,0.7,11.571428571428571,7.3999999999999995,8.799999999999999,0.19219367272872254,0.016609329741988366,60.20712548514232,0,1,0,0,0,0,1,3497,5,3491,20,11.774,20.407,1,0,0,0,1,0,0,0,1,0,1,1996,9.4000000000000004E-3,8.9700000000000002E-2,0.68440000000000001,0.2165,0.72199999999999998,0.27800000000000002,0.495,0.505,0.33943833943833951,0.66056166056166044,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1836,62,0.79,38.181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1459,91,Gorodnichenko (2005),9.1,0.6,15.166666666666666,8.5,9.7,0.2543358435117395,0.016769396275499306,59.63243897223874,0,1,0,0,0,0,1,3332,5,3326,20,11.879,20.431,1,0,0,0,1,0,0,0,1,0,1,1998,5.7000000000000002E-3,7.7600000000000002E-2,0.70040000000000002,0.21629999999999999,0.70500000000000007,0.29499999999999998,0.499,0.501,0.36330049261083741,0.63669950738916259,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1867,134,0.79,38.31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1460,91,Gorodnichenko (2005),9.3,0.7,13.285714285714288,8.600000000000001,10,0.22990240854722813,0.017304482363769854,57.78849543016008,0,1,0,0,0,0,1,3169,5,3163,20,11.911,20.562,1,0,0,0,1,0,0,0,1,0,1,2000,3.0999999999999999E-3,6.9599999999999995E-2,0.71830000000000005,0.20899999999999999,0.66300000000000003,0.33700000000000002,0.50900000000000001,0.49099999999999999,0.40947752126366949,0.59052247873633057,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1958,377,0.722,38.473,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1461,91,Gorodnichenko (2005),9.2,0.6,15.333333333333332,8.6,9.799999999999999,0.2566230785375345,0.016736287730708774,59.75040678615594,0,1,0,0,0,0,1,3341,5,3335,20,12.417,20.997,1,0,0,0,1,0,0,0,1,0,1,2002,2.0999999999999999E-3,6.9800000000000001E-2,0.69950000000000001,0.2286,0.59000000000000008,0.41,0.497,0.503,0.46750285062713792,0.53249714937286208,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,2337,814,0.707,39.414,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1462,91,Gorodnichenko (2005),3.4,0.4,8.5,3,3.8,0.1302729802619904,0.015326232971998874,65.24760532004221,0,1,0,0,0,0,1,4191,5,4185,20,10.75,21.241,1,0,0,0,1,0,0,0,1,0,1,1986,6.5600000000000006E-2,0.12770000000000001,0.67400000000000004,0.13289999999999999,0.89600000000000002,0.104,0.504,0.496,0.1051567239635996,0.89484327603640046,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,37.991,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1463,91,Gorodnichenko (2005),3.9,0.5,7.8,3.4,4.4,0.1303109454057786,0.01670653146227931,59.856829184312794,0,1,0,0,0,0,1,3528,5,3522,20,11.157,21.331,1,0,0,0,1,0,0,0,1,0,1,1991,2.9499999999999998E-2,0.10390000000000001,0.72019999999999995,0.14630000000000001,0.84599999999999997,0.154,0.51700000000000002,0.48299999999999998,0.15682281059063141,0.84317718940936859,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,971,5,0.352,38.488,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1464,91,Gorodnichenko (2005),3.7,0.5,7.4,3.2,4.2,0.1352230439227779,0.018273384313888905,54.72440040786194,0,1,0,0,0,0,1,2946,5,2940,20,11.612,21.088,1,0,0,0,1,0,0,0,1,0,1,1997,1.0200000000000001E-2,6.7500000000000004E-2,0.74440000000000006,0.1779,0.77600000000000002,0.224,0.46299999999999997,0.53700000000000003,0.23140495867768601,0.76859504132231393,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,543,34,0.61,38.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1465,91,Gorodnichenko (2005),3.9,0.5,7.8,3.4,4.4,0.1456776325484151,0.018676619557489116,53.5428800121921,0,1,0,0,0,0,1,2812,5,2806,20,11.688,21.183,1,0,0,0,1,0,0,0,1,0,1,1998,6.7000000000000002E-3,5.8899999999999987E-2,0.75309999999999999,0.18129999999999999,0.75800000000000001,0.24199999999999999,0.46099999999999997,0.53900000000000003,0.25077720207253879,0.74922279792746127,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,557,49,0.612,38.871,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1466,91,Gorodnichenko (2005),3.7,0.5,7.4,3.2,4.2,0.13569966077307918,0.01833779199636205,54.53219232710161,0,1,0,0,0,0,1,2925,5,2919,20,11.822,20.884,1,0,0,0,1,0,0,0,1,0,1,2000,6.1000000000000004E-3,4.2000000000000003E-2,0.75869999999999993,0.19309999999999999,0.72399999999999998,0.27600000000000002,0.46199999999999997,0.53800000000000003,0.28779979144942652,0.71220020855057342,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,570,54,0.623,38.706,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1467,91,Gorodnichenko (2005),4.5,0.5,9,4,5,0.15517241379310345,0.017241379310344827,58,0,1,0,0,0,0,1,3289,5,3283,20,11.849,21.198,1,0,0,0,1,0,0,0,1,0,1,2002,4.5999999999999999E-3,4.1599999999999998E-2,0.75180000000000002,0.20200000000000001,0.70199999999999996,0.29799999999999999,0.47,0.53,0.31368421052631579,0.68631578947368421,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,679,66,0.609,39.047,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1468,91,Gorodnichenko (2005),7.9,0.7,11.285714285714286,7.2,8.6,0.19007581550375655,0.016842160867421466,59.37480397389768,0,1,0,0,0,0,1,3413,14,3398,20,11.774,20.407,1,0,0,0,1,0,0,0,1,0,1,1996,9.4000000000000004E-3,8.9700000000000002E-2,0.68440000000000001,0.2165,0.72199999999999998,0.27800000000000002,0.495,0.505,0.33943833943833951,0.66056166056166044,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1836,62,0.79,38.181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1469,91,Gorodnichenko (2005),9.1,0.6,15.166666666666666,8.5,9.7,0.25672945575259404,0.0169272168628084,59.07645705166973,0,1,0,0,0,0,1,3275,14,3260,20,11.879,20.431,1,0,0,0,1,0,0,0,1,0,1,1998,5.7000000000000002E-3,7.7600000000000002E-2,0.70040000000000002,0.21629999999999999,0.70500000000000007,0.29499999999999998,0.499,0.501,0.36330049261083741,0.63669950738916259,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1867,134,0.79,38.31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1470,91,Gorodnichenko (2005),9.4,0.7,13.42857142857143,8.700000000000001,10.1,0.23360833544640278,0.017396365405583186,57.48327174589355,0,1,0,0,0,0,1,3139,14,3124,20,11.911,20.562,1,0,0,0,1,0,0,0,1,0,1,2000,3.0999999999999999E-3,6.9599999999999995E-2,0.71830000000000005,0.20899999999999999,0.66300000000000003,0.33700000000000002,0.50900000000000001,0.49099999999999999,0.40947752126366949,0.59052247873633057,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,1958,377,0.722,38.473,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1471,91,Gorodnichenko (2005),9.7,0.6,16.166666666666668,9.1,10.299999999999999,0.2720889587428895,0.0168302448706942,59.41684198197604,0,1,0,0,0,0,1,3284,14,3269,20,12.417,20.997,1,0,0,0,1,0,0,0,1,0,1,2002,2.0999999999999999E-3,6.9800000000000001E-2,0.69950000000000001,0.2286,0.59000000000000008,0.41,0.497,0.503,0.46750285062713792,0.53249714937286208,1,0,NA,NA,Russia,0,0,1,0,0,0,0,1,0,0,2337,814,0.707,39.414,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1472,91,Gorodnichenko (2005),3.6,0.5,7.2,3.1,4.1,0.13214145973828678,0.0183529805192065,54.48706268464102,0,1,0,0,0,0,1,2932,14,2917,20,11.612,21.088,1,0,0,0,1,0,0,0,1,0,1,1997,1.0200000000000001E-2,6.7500000000000004E-2,0.74440000000000006,0.1779,0.77600000000000002,0.224,0.46299999999999997,0.53700000000000003,0.23140495867768601,0.76859504132231393,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,543,34,0.61,38.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1473,91,Gorodnichenko (2005),4,0.5,8,3.5,4.5,0.14982744664145906,0.018728430830182382,53.39475629684998,0,1,0,0,0,0,1,2802,14,2787,20,11.688,21.183,1,0,0,0,1,0,0,0,1,0,1,1998,6.7000000000000002E-3,5.8899999999999987E-2,0.75309999999999999,0.18129999999999999,0.75800000000000001,0.24199999999999999,0.46099999999999997,0.53900000000000003,0.25077720207253879,0.74922279792746127,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,557,49,0.612,38.871,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1474,91,Gorodnichenko (2005),3.8,0.5,7.6,3.3,4.3,0.13972004694896253,0.018384216703810862,54.39448501456742,0,1,0,0,0,0,1,2916,14,2901,20,11.822,20.884,1,0,0,0,1,0,0,0,1,0,1,2000,6.1000000000000004E-3,4.2000000000000003E-2,0.75869999999999993,0.19309999999999999,0.72399999999999998,0.27600000000000002,0.46199999999999997,0.53800000000000003,0.28779979144942652,0.71220020855057342,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,570,54,0.623,38.706,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1475,91,Gorodnichenko (2005),4.8,0.5,9.6,4.3,5.3,0.16573514602600783,0.01726407771104248,57.9237429729813,0,1,0,0,0,0,1,3278,14,3263,20,11.849,21.198,1,0,0,0,1,0,0,0,1,0,1,2002,4.5999999999999999E-3,4.1599999999999998E-2,0.75180000000000002,0.20200000000000001,0.70199999999999996,0.29799999999999999,0.47,0.53,0.31368421052631579,0.68631578947368421,1,0,NA,NA,Ukraine,0,0,1,0,0,0,0,0,1,0,679,66,0.609,39.047,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.222,171,1,0,26,NA,NA,NA,NA,NA,X
1476,92,Grogger et al. (1995),0.08987875452020067,0.3395419615207581,0.2647058823529412,-0.24966320700055744,0.42942071604095877,0.0018919115867174158,0.0071472215498213495,139.91450985942862,0,1,0,0,0,1,0,19597,20,19576,20,16,6,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1477,92,Grogger et al. (1995),1.740792815250503,0.5552666358452565,3.135057471264368,1.1855261794052465,2.2960594510957595,0.02240136756190004,0.007145440798846207,139.94937865295483,0,1,0,0,0,1,0,19597,20,19576,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1478,92,Grogger et al. (1995),-2.02041028867288,0.4950005207248557,-4.081632653061225,-2.5154108093977356,-1.525409767948024,-0.029159979723664135,0.007144195032297714,139.97378227766276,0,1,0,0,0,1,0,19597,20,19576,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1479,92,Grogger et al. (1995),5.467524675466229,0.2810948210732743,19.45081967213115,5.186429854392954,5.748619496539503,0.151057142506878,0.0077661067786932644,128.76464726747696,0,1,0,0,0,1,0,16223,20,16202,20,16,6,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1480,92,Grogger et al. (1995),5.024853877862778,0.4011067569171165,12.52747252747253,4.623747120945662,5.425960634779894,0.09794582113635475,0.007818482213516035,127.90206240685325,0,1,0,0,0,1,0,16223,20,16202,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1481,92,Grogger et al. (1995),3.26664514740469,0.4476878138762451,7.296703296703297,2.8189573335284446,3.714332961280935,0.057230820058297535,0.0078433804597968,127.49604652302015,0,1,0,0,0,1,0,16223,20,16202,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1482,92,Grogger et al. (1995),-1.359993029093232,0.382737250213855,-3.553333333333334,-1.7427302793070871,-0.977255778879377,-0.025388319833514514,0.00714493053476018,139.95937331160704,0,1,0,0,0,1,0,19597,20,19576,20,16,6,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1483,92,Grogger et al. (1995),0.6477527073542433,0.5870771372982762,1.103351955307263,0.06067557005596713,1.2348298446525194,0.00788566979332114,0.007147012116478398,139.91860986136646,0,1,0,0,0,1,0,19597,20,19576,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1484,92,Grogger et al. (1995),-3.123790330133169,0.5130127208836587,-6.089108910891089,-3.6368030510168277,-2.61077760924951,-0.043479132716505234,0.007140475454255331,140.04669666696424,0,1,0,0,0,1,0,19597,20,19576,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1485,92,Grogger et al. (1995),4.158355805438929,0.3124640237985184,13.30827067669173,3.8458917816404106,4.470819829237447,0.1039863835901436,0.007813666111575761,127.98089727925841,0,1,0,0,0,1,0,16223,20,16202,20,16,6,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1486,92,Grogger et al. (1995),4.080406727106545,0.4227855052791073,9.6512455516014235,3.6576212218274375,4.503192232385652,0.07560564627700325,0.007833770871621648,127.65244431932085,0,1,0,0,0,1,0,16223,20,16202,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1487,92,Grogger et al. (1995),2.474387043787685,0.4642562517286275,5.329787234042553,2.0101307920590576,2.9386432955163126,0.04183552004497082,0.007849379010433647,127.39861314771116,0,1,0,0,0,1,0,16223,20,16202,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1488,92,Grogger et al. (1995),0.6719439751500023,0.5867218124480507,1.145251396648045,0.0852221627019516,1.258665787598053,0.008185105912898078,0.007146994919067101,139.918946539636,0,1,0,0,0,1,0,19597,20,19576,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1489,92,Grogger et al. (1995),-3.056717612822701,0.5128380048091243,-5.96039603960396,-3.569555617631825,-2.543879608013577,-0.042561744460865615,0.007140757791607023,140.04115938162224,0,1,0,0,0,1,0,19597,20,19576,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,1,0,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1490,92,Grogger et al. (1995),0.7892617865773222,0.4542748999347733,1.737410071942446,0.33498688664254883,1.2435366865120954,0.013648268823248655,0.007855525326838772,127.29893398515985,0,1,0,0,0,1,0,16223,20,16202,20,18,4,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
1491,92,Grogger et al. (1995),0.2047903046555888,0.4645243495846282,0.4408602150537635,-0.2597340449290394,0.669314654240217,0.0034634904093689997,0.007856209952958949,127.2878405729676,0,1,0,0,0,1,0,16223,20,16202,20,13,9,0,1,1,0,0,0,0,0,1,0,1,1982,0,0,0.8,0.2,NA,NA,0,1,NA,NA,0,1,NA,NA,United States,1,0,0,0,0,0,0,1,0,0,19465,1630,0.919,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.02,662,1,0,16,NA,NA,NA,NA,NA,X
