Study title,Link,Citation,
Estimating the private rate of return to education for Indigenous Australians,https://openresearch-repository.anu.edu.au/handle/1885/145527,"Daly, A. E., and Jin Liu. ""Estimating the private rate of return to education for Indigenous Australians."" (2018).", 
Essays on Inequality and Education,https://vtechworks.lib.vt.edu/handle/10919/84914,"Vahidmanesh, Atiyeh. ""Essays on Inequality and Education."" PhD diss., Virginia Tech, 2017.", 
RETURNS TO EDUCATION IS PURSUING HIGHER EDUCATION WORTH IT?,https://scholarworks.calstate.edu/downloads/8w32rb749,"Monarrez, Roberto. ""RETURNS TO EDUCATION IS PURSUING HIGHER EDUCATION WORTH IT?.""", 
Is improving access to university enough? Socio?economic gaps in the earnings of english graduates,https://onlinelibrary.wiley.com/doi/abs/10.1111/obes.12261,"Britton, Jack, Lorraine Dearden, Neil Shephard, and Anna Vignoles. ""Is improving access to university enough? Socio?economic gaps in the earnings of english graduates."" Oxford Bulletin of Economics and Statistics 81, no. 2 (2019): 328-368.", 
RECOUP Working Paper,https://www.academia.edu/download/92691221/ssoar-2007-aslam-rates_of_return_to_education.pdf,"Aslam, Monazza. ""RECOUP Working Paper."" (2007).", 
The role of school improvement in economic development,https://www.nber.org/papers/w12832,"Hanushek, Eric A., and Ludger Wößmann. ""The role of school improvement in economic development."" (2007).", 
ISSCDISCUSSIONPAPERSERIES,https://researchrepository.ucd.ie/rest/bitstreams/2182/retrieve,"EDUCATION, CAN. ""ISSCDISCUSSIONPAPERSERIES."" (2004).", 
Is school the best route to skills? Returns to vocational school and vocational skills in Egypt,https://www.pop.umn.edu/sites/pop.umn.edu/files/wp-2013-9.pdf,"Krafft, Caroline. Is school the best route to skills? Returns to vocational school and vocational skills in Egypt. No. 2013-09. Minnesota Population Center Working Paper Series, 2013.", 
The Other School Production Function Inputs: Looking at Classroom and School Processes,None,"Splinter, David. ""The Other School Production Function Inputs: Looking at Classroom and School Processes."" (2009).", 
International comparisons of performance in the provision of public services: Outcome based measures for education,None,"O’Mahony, Mary, and Philip Stevens. ""International comparisons of performance in the provision of public services: Outcome based measures for education."" In Royal Economic Society Annual Conference, Swansea. 2004.", 
Returns to education in four transition countries,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003100232-9/returns-education-four-transition-countries-anita-staneva-reza-arabsheibani-philip-murphy,"Staneva, Anita V., G. Reza Arabsheibani, and Philip Murphy. ""Returns to education in four transition countries."" In Critical Perspectives on Economics of Education, pp. 182-212. Routledge, 2022.", 
"IN NIGERIA, 1974–1992",https://socweb.soc.jhu.edu/faculty/morgan/papers/Morgan&Morgan1998.pdf,"Morgan, Stephen L., and William R. Morgan. ""IN NIGERIA, 1974–1992."" (1998).", 
NONPARAMETRIC BOUNDS ON RETURNS TO SCHOOLING: OVERCOMING ABILITY AND SELECTION BIAS,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5931f8a63858f8b3e0c2f028cd82467e1658c668,"Mariotti, Martine, and Jürgen Meinecke. ""NONPARAMETRIC BOUNDS ON RETURNS TO SCHOOLING: OVERCOMING ABILITY AND SELECTION BIAS."" (2010).", 
External return to education in Poland,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1310206,"Strawinski, Pawel. ""External return to education in Poland."" Available at SSRN 1310206 (2008).", 
Economics of Higher Education in the UK,https://orca.cardiff.ac.uk/id/eprint/90493/,"Ji, Sisi. ""Economics of Higher Education in the UK."" PhD diss., Cardiff University, 2016.", 
Reassessing the benefits of education: Three papers on the effects of education in Ghana,https://search.proquest.com/openview/ee741e5350e7de32b00f0b779a16f17f/1?pq-origsite=gscholar&cbl=18750,"Bothun, Sara. Reassessing the benefits of education: Three papers on the effects of education in Ghana. Clark University, 2011.", 
Effects of human capital on farm and non-farm productivity and occupational stratification in rural Pakistan,http://21coe.ier.hit-u.ac.jp/research/discussion/2004/pdf/D04-46.pdf,"Kurosaki, Takashi, and Humayun Khan. Effects of human capital on farm and non-farm productivity and occupational stratification in rural Pakistan. Tokyo: Institute of Economic Research, Hitotsubashi University, 2004.", 
Recent advances in empirical microeconomic research in poor countries: An annotated bibliography,https://www.tandfonline.com/doi/pdf/10.1080/00220489709595907,"Udry, Christopher. ""Recent advances in empirical microeconomic research in poor countries: An annotated bibliography."" The Journal of Economic Education 28, no. 1 (1997): 58-75.", 
2003-5 Empirical Evidence on Human Capital Externalities,https://ir.lib.uwo.ca/cgi/viewcontent.cgi?article=1012&context=economicsepri_wp,"Davies, James B. ""2003-5 Empirical Evidence on Human Capital Externalities."" (2003).", 
"The Private Internal Rates of Return to Tertiary Education: New Estimates for 21 OECD Countries. OECD Economics Department Working Papers, No. 591.",https://eric.ed.gov/?id=ED503852,"Boarini, Romina, and Hubert Strauss. ""The Private Internal Rates of Return to Tertiary Education: New Estimates for 21 OECD Countries. OECD Economics Department Working Papers, No. 591."" OECD Publishing (NJ1) (2007).", 
External returns to higher education in Turkey,https://www.academia.edu/download/33588156/getFile.pdf,"Bakis, Ozan, Nurhan Davutyan, Haluk Levent, and Sezgin Polat. ""External returns to higher education in Turkey."" In Economic Research Forum Working Paper Series, no. 517. 2010.", 
Schooling and citizenship in a young democracy: Evidence from postwar Germany,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9442.2010.01604.x,"Siedler, Thomas. ""Schooling and citizenship in a young democracy: Evidence from postwar Germany."" Scandinavian Journal of Economics 112, no. 2 (2010): 315-338.", 
"The Wage Premium on Tertiary Education: New Estimates for 21 OECD Countries Countries. OECD Economics Department Working Papers, No. 589.",https://eric.ed.gov/?id=ED504066,"Strauss, Hubert, and Christine De la Maisonneuve. ""The Wage Premium on Tertiary Education: New Estimates for 21 OECD Countries Countries. OECD Economics Department Working Papers, No. 589."" OECD Publishing (NJ1) (2007).", 
"Schooling, BMI, height and wages: Panel evidence on men and women",http://economicissues.org.uk/Files/2013/213Kedir.pdf,"Kedir, Abbi Mamo. ""Schooling, BMI, height and wages: Panel evidence on men and women."" Economic Issues 18, no. 2 (2013): 1-18.", 
Student loans: Liquidity constraint and higher education in South Africa,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1969424,"Gurgand, Marc, Adrien JS Lorenceau, and Thomas Mélonio. ""Student loans: Liquidity constraint and higher education in South Africa."" Agence Française de Développement Working Paper 117 (2011).", 
,,"Uwaifo Oyelere, Ruth. ""Understanding low average returns to education in Africa: the role of heterogeneity across education levels and the importance of political and economic reforms."" (2008).", 
The individual benefits of investing in skills,https://books.google.com/books?hl=en&lr=&id=1AEXDgAAQBAJ&oi=fnd&pg=PA345&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=vGQwwXSats&sig=DMBOFIaYOoUKF2z2aoBIFqCJ0YE,"Holmes, Craig. ""The individual benefits of investing in skills."" The Oxford Handbook of Skills and Training (2017): 345-371.", 
Externalities in cities,https://repec.cepr.org/repec/cpr/ceprdp/DP4048.pdf,"CHARLOT, Sylvie, et al. Externalities in cities. 2003.", 
The effect of compulsory schooling in Germany,https://cep.lse.ac.uk/seminarpapers/05-10-04-PIS.pdf,"Pischke, Jörn Steffen, and Till von Wachter. ""The effect of compulsory schooling in Germany."" system 24 (2004): J31.", 
Can education compensate for low ability? Evidence from British data (version 3.1),http://researchrepository.ucd.ie/handle/10197/942,"Denny, Kevin, and Vincent O'Sullivan. ""Can education compensate for low ability? Evidence from British data (version 3.1)."" (2004).", 
,http://conference.iza.org/conference_files/worldb2014/peter_k200.pdf,"How does the expansion of higher education change the returns to college quality? Insights from sixty years of Russian history Belskaya, Olga, and Klara Sabirianova Peter. ""How does the expansion of higher education change the returns to college quality? Insights from sixty years of Russian history."" In 9th IZA/World Bank Conference on Employment and Development. URl:(cit. on pp. 3, 25). 2014.", 
Financing public universities,https://link.springer.com/content/pdf/10.1007/978-1-4020-5560-7.pdf,"Herbst, Marcel. ""Financing public universities."" Higher education dynamics 18, no. 1 (2007): 90-94.", 
"Higher education expansion, the hukou System, and returns to education in China",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3542623,"Huang, Bin, and Yu Zhu. ""Higher education expansion, the hukou System, and returns to education in China."" (2020).", 
Human Capital Earnings Functions: A Theoretical Introduction,https://www.econstor.eu/bitstream/10419/187094/1/dp405.pdf,"Asplund, Rita. Human Capital Earnings Functions: A Theoretical Introduction. No. 405. ETLA Discussion Papers, 1992.", 
A large scale experiment: wages and educational expansion in France,https://shs.hal.science/halshs-00587884/,"Gurgand, Marc, and Eric Maurin. ""A large scale experiment: wages and educational expansion in France."" (2007).", 
The return to human capital in Norway: a review of the literature,https://www.etla.fi/wp-content/uploads/b156.pdf#page=239,"Barth, Erling, and Marianne Roed. ""The return to human capital in Norway: a review of the literature."" Returns to human capital in Europe: A literature review, ETLA-The Research Institute of the Finnish Economy, Helsinki (1999): 227-58.", 
Estimating the economic return to schooling on the basis of panel data,https://www.tandfonline.com/doi/abs/10.1080/000368400322985,"KALWIJ, Adriaan. Estimating the economic return to schooling on the basis of panel data. Applied Economics, 2000, 32.1: 61-71.", 
The effect of educational mismatch on wages in Europe,https://www.sciencedirect.com/science/article/pii/S0161893815001180,"Iriondo, I?aki, and Teodosio Pérez-Amaral. ""The effect of educational mismatch on wages in Europe."" Journal of Policy Modeling 38, no. 2 (2016): 304-323.", 
Returns to Education in Spain,https://2015.economicsofeducation.com/user/pdfsesiones/118.pdf,"Requena, Laura. ""Returns to Education in Spain."" Mimeograph. University of Sheffield (2015).", 
Use of Education Disruptions to Identify Heterogeneous Returns to Schooling in Urban China: The Great Proletarian Cultural Revolution as an Instrument,http://www.agi.or.jp/user03/928_170.pdf,"Park, Albert. ""Use of Education Disruptions to Identify Heterogeneous Returns to Schooling in Urban China: The Great Proletarian Cultural Revolution as an Instrument."" (2003).", 
"Skills, Exports, and the Wages of Seven Million Latin American Workers",https://www.nber.org/papers/w15996,"BRAMBILLA, Irene, et al. Skills, Exports, and the Wages of Seven Million Latin American Workers. National Bureau of Economic Research, 2010.", 
General education versus vocational training: How do they affect individual labour market performance?,https://dial.uclouvain.be/downloader/downloader.php?pid=boreal:6033&datastream=PDF_01,"Karasiotou, Pavlina. ""General education versus vocational training: How do they affect individual labour market performance?."" Cahiers du CEREC (2004).", 
New managerialism in higher education,https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_308.pdf,"Deem, Rosemary. ""New managerialism in higher education."" In The International Encyclopedia of Higher Education Systems and Institutions, pp. 2083-2088. Dordrecht: Springer Netherlands, 2020.", 
CHANGES IN RETURN TO HIGHER EDUCATION IN POLAND 1998-2004.,https://mpra.ub.uni-muenchen.de/id/eprint/5185,"Strawinski, Pawel. ""CHANGES IN RETURN TO HIGHER EDUCATION IN POLAND 1998-2004."" (2007).", 
Heterogeneous economic returns to higher education: evidence from Italy,https://link.springer.com/article/10.1007/s11135-015-0176-2,"Lovaglio, P. G., and Stefano Verzillo. ""Heterogeneous economic returns to higher education: evidence from Italy."" Quality & Quantity 50 (2016): 791-822.", 
ZEW,None,"Schnabel, Isabel, and Reinhold Schnabel. ""ZEW.""", 
Returns to education of United States Arab immigrants,https://search.proquest.com/openview/f50ab34c92362b9c707e2c2fc4461817/1?pq-origsite=gscholar&cbl=18750&diss=y,"Aly, Ashraf El-Sayed El-Araby. Returns to education of United States Arab immigrants. Kansas State University, 2004.", 
The returns to schooling unveiled,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3153383,"Cardoso, Ana Rute, Paulo Guimaraes, Pedro Portugal, and Hugo Reis. ""The returns to schooling unveiled."" (2018).", 
Disparities in the Benefits from Democratic Reform in Nigeria: A Gender Perspective,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1746-1049.2010.00111.x,"Oyelere, Ruth Uwaifo. ""Disparities in the Benefits from Democratic Reform in Nigeria: A Gender Perspective."" The Developing Economies 48, no. 3 (2010): 345-375.", 
The returns to vocational high school education in Turkey by disciplines,https://research.sabanciuniv.edu/id/eprint/34370/,"Hayytjanova, Aylar. ""The returns to vocational high school education in Turkey by disciplines."" PhD diss., 2015.", 
General Education Vs Vocational Training: How Do They Affect Individual Labour Market Performance?.,https://core.ac.uk/download/pdf/6227287.pdf,"Karasiotou, Pavlina. General Education Vs Vocational Training: How Do They Affect Individual Labour Market Performance?. No. UCL-Université Catholique de Louvain. Institut de Recherches Economiques et Sociales, 2004.", 
Mobility in Latin America: Deeper Markets,https://books.google.com/books?hl=en&lr=&id=AeF3GyPJsvkC&oi=fnd&pg=PA135&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=jEf5bB_X5_&sig=e8UhvafCVzbmfduETPKQzrFOhMw,"BEHRMAN, JERE R., and MIGUEL SZÉKELY. ""Mobility in Latin America: Deeper Markets."" New Markets, New Opportunities?: Economic and Social Mobility in a Changing World (2001): 135.", 
Op³acalnoœæ studiów w Polsce. Model i jego wyniki,http://bazekon.icm.edu.pl/bazekon/element/bwmeta1.element.ekon-element-000153343887,"Strawiñski, Pawe³. ""Op³acalnoœæ studiów w Polsce. Model i jego wyniki."" Ekonomista 4 (2008): 535-553.", 
Communication externalities in cities,https://www.sciencedirect.com/science/article/pii/S0094119004000750,"Charlot, Sylvie, and Gilles Duranton. ""Communication externalities in cities."" Journal of urban economics 56, no. 3 (2004): 581-613.", 
"The overall economic impact of Higher Education Institutions (HEIs) on their host sub-regions, multi-sectoral analysis for the city of Glasgow",http://stax.strath.ac.uk/downloads/9w032327w,"Hermannsson, Kristinn. ""The overall economic impact of Higher Education Institutions (HEIs) on their host sub-regions, multi-sectoral analysis for the city of Glasgow."" (2012).", 
ECONOMICS OF TERTIARY EDUCATION: ANALYSIS OF STUDENTS'DECISIONS AND OUTCOMES,http://www.cek.ef.uni-lj.si/doktor/bartolj.pdf,"Bartolj, T. J. A. Š. A., and S. Polanec. ""ECONOMICS OF TERTIARY EDUCATION: ANALYSIS OF STUDENTS’DECISIONS AND OUTCOMES."" PhD diss., Doctoral dissertation. Ljubljana: T. Bartolj, 2015.", 
"The benefit of STEM skills to individuals, society, and the economy",https://royalsociety.org/-/media/education/policy/vision/reports/ev-9-vision-research-report-20140624.pdf,"Walker, Ian, and Yu Zhu. ""The benefit of STEM skills to individuals, society, and the economy."" Report to Royal Society’s Vision for Science and Mathematics (2013): 1-38.", 
Schooling returns for migrant workers in China: Estimations from the perspective of the institutional environment in a rural setting,https://www.sciencedirect.com/science/article/pii/S1043951X17301414,"Yao, Yao, George S. Chen, Ruhul Salim, and Xiaojun Yu. ""Schooling returns for migrant workers in China: Estimations from the perspective of the institutional environment in a rural setting."" China Economic Review 51 (2018): 240-256.", 
Returns to foreign education: Yet another but different cross country analysis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=735164,"Grütter, Max. ""Returns to foreign education: Yet another but different cross country analysis."" Available at SSRN 735164 (2005).", 
Returns for Entrepreneurs versus Employees,http://www.iza.org/conference_files/EntreRes2010/van%20praag_m1318.pdf,"VAN PRAAG, Mirjam; VAN WITTELOOSTUIJN, Arjen; VAN DER SLUIS, Justin. Returns for Entrepreneurs versus Employees. 2009.", 
Measuring social capital and its economic impact,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=15e0ef15f03a184b9c52f60cd7cdfffae46c64a1,"Durkin, John T. Measuring social capital and its economic impact. Irving B. Harris Graduate School of Public Policy Studies, University of Chicago, 2001.", 
Returns to cognitive skills: new evidence from 14 nations,https://www.tandfonline.com/doi/abs/10.1080/13511610.2018.1508335,"Smith, Michael L., Petra Anýžová, and Petr Matìjù. ""Returns to cognitive skills: new evidence from 14 nations."" Innovation: The European Journal of Social Science Research 35, no. 2 (2022): 323-345.", 
School-to-Work Transitions and Labor Market Outcomes,https://refubium.fu-berlin.de/handle/fub188/31769,"Hügle, Dominik. ""School-to-Work Transitions and Labor Market Outcomes."" PhD diss., 2021.", 
Signalling and productivity effects of overeducation: is It really a waste of resources?,https://www.recercat.cat/handle/2072/203170,"Kedir, Abbi, Andri Kyrizi, and Francisco Martínez Mora. ""Signalling and productivity effects of overeducation: is It really a waste of resources?."" (2012).", 
Empirical Decomposition of the IV–OLS Gap with Heterogeneous and Nonlinear Effects,https://direct.mit.edu/rest/article-abstract/doi/10.1162/rest_a_01169/109261,"Ishimaru, Shoya. ""Empirical Decomposition of the IV–OLS Gap with Heterogeneous and Nonlinear Effects."" The Review of Economics and Statistics (2022): 1-45.", 
Longevity and lifetime labor supply: Evidence and implications,https://onlinelibrary.wiley.com/doi/abs/10.3982/ECTA8107,"Hazan, Moshe. ""Longevity and lifetime labor supply: Evidence and implications."" Econometrica 77, no. 6 (2009): 1829-1863.", 
USING ADMINISTRATIVE AND SURVEY DATA TO ESTIMATE RETURNS TO HIGHER EDUCATION IN CANADA,https://www.unb.ca/nbirdt/research/publications/_resources/pdf/nb-irdt-2019_07_pse-returns.pdf,"McDonald, Ted, Bethany Daigle, and Pablo Miah. ""USING ADMINISTRATIVE AND SURVEY DATA TO ESTIMATE RETURNS TO HIGHER EDUCATION IN CANADA.""", 
Nonparametric methods and higher education,https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_82.pdf,"Daraio, Cinzia. ""Nonparametric methods and higher education."" In The International Encyclopedia of Higher Education Systems and Institutions, pp. 2109-2114. Dordrecht: Springer Netherlands, 2020.", 
Convexities and the returns to education in South Africa,https://open.uct.ac.za/handle/11427/6079,"Poswell, Laura. ""Convexities and the returns to education in South Africa."" Master's thesis, University of Cape Town, 2003.", 
Returns to education in China: A meta-analysis,https://www.monash.edu/__data/assets/pdf_file/0006/925701/returns_to_education_in_china_a_meta-analysis.pdf,"Awaworyi, Sefa, and Vinod Mishra. ""Returns to education in China: A meta-analysis."" Department of Economics of Monash University Discussion Paper 41 (2014).", 
Labor market flexibility and investment in human capital,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ffcec41f77ca6377144d63a06af23f2f396e51cc,"Salehi-Isfahani, Djavad, and Russell D. Murphy. Labor market flexibility and investment in human capital. Department of Economics, Virginia Polytechnic Inst. and State Univ., 2007.", 
Education and class in Pakistan: The growth of the private sector,https://jisrmsse.szabist.edu.pk/index.php/szabist/article/view/372,"Memon, Asif Saeed. ""Education and class in Pakistan: The growth of the private sector."" JISR management and social sciences & economics 4, no. 2 (2006): 32-39.", 
Education and the Informal Sector: Evidence from Venezuela and Brazil,https://theses.hal.science/tel-01168572/,"Carpio, Susana. ""Education and the Informal Sector: Evidence from Venezuela and Brazil."" PhD diss., Université d'Auvergne-Clermont-Ferrand I, 2014.", 
"Schooling in Mexico: An Evaluation of Private Costs as a Determinant of Household Demand for Education, and the Benefits of a Free Textbook Program",https://digitalrepository.unm.edu/econ_etds/41/,"Moore, Lauren Kelly. ""Schooling in Mexico: An Evaluation of Private Costs as a Determinant of Household Demand for Education, and the Benefits of a Free Textbook Program."" (2010).", 
The supply side of the race between demand and supply: Policies to foster skill in the modern economy,https://link.springer.com/article/10.1023/A:1022970121410,"Heckman, by James J. ""The supply side of the race between demand and supply: Policies to foster skill in the modern economy."" De Economist 151, no. 1 (2003): 1-34.", 
Access and returns to education in Kazakhstan,http://theses.ncl.ac.uk/jspui/handle/10443/5288,"Kemelbayeva, Saule. ""Access and returns to education in Kazakhstan."" PhD diss., Newcastle University, 2020.", 
"Labour market returns to educational attainment, school quality, and numeracy in South Africa",http://scholar.sun.ac.za/handle/10019.1/17820,"Van Broekhuizen, Hendrik. ""Labour market returns to educational attainment, school quality, and numeracy in South Africa."" PhD diss., Stellenbosch: Stellenbosch University, 2011.", 
The labor market value of higher education: Now and in the future,https://link.springer.com/chapter/10.1007/978-3-030-03457-3_9,"Belfield, Clive R., and Thomas R. Bailey. ""The labor market value of higher education: Now and in the future."" Higher Education: Handbook of Theory and Research: Volume 34 (2019): 373-414.", 
Higher Education in China: A Growth,https://books.google.com/books?hl=en&lr=&id=yElnDwAAQBAJ&oi=fnd&pg=PA3&dq=(%22ability+bias%22+OR+%22intelligence+bias%22)+AND+(%22private+returns%22)+AND+(%22income%22+OR+%22earnings%22)+AND+(%22schooling%22+OR+%22education%22)&ots=VjAmrru6dw&sig=DwhPpACRs20pAeoFSvNu1EvgDnE,"Fleisher, Belton M. ""Higher Education in China: A Growth."" Critical Issues in China's Growth and Development (2005): 1.", 
Education-job mismatch and gender wage gap: Evidence from recent college graduates in Korea,http://e-asianwomen.org/xml/28632/28632.pdf,"Park, Kihong. ""Education-job mismatch and gender wage gap: Evidence from recent college graduates in Korea."" Asian Women 37, no. 1 (2021): 1-24.", 
Melbourne Institute Working Paper Series,https://melbourneinstitute.unimelb.edu.au/downloads/working-paper-series/wp2008n11.pdf,"Coelli, Michael, and Roger Wilkins. ""Melbourne Institute Working Paper Series."" (2008).", 
Does family income matter for schooling outcomes? Using adoption as a,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4798575c8cc3650f718845ccdd488e3902db336e,"Plug, E., and W. Vijverberg. ""Does family income matter for schooling outcomes? Using adoption as a."" (2002).", 
"Education, labor market, and development: a review of the trends and issues in the Philippines for the past 25 years",https://www.econstor.eu/handle/10419/127796,"Orbeta, Aniceto C. ""Education, labor market, and development: a review of the trends and issues in the Philippines for the past 25 years."" (2002).", 
ECO/WKP (2007) 51 Un classified,http://www.ucetam.org/informacion/Noticias/documentos/not_2008_035_doc1.pdf,"Boarini, Romina, and Hubert Strauss. ""ECO/WKP (2007) 51 Un classified."" (2007).", 
Economic Returns to Schooling in Urban China: Ordinary Least Squares the Instrumental Variables Approach,https://link.springer.com/chapter/10.1007/978-3-642-41109-0_8,"Chen, Guifu, Shigeyuki Hamori, Guifu Chen, and Shigeyuki Hamori. ""Economic Returns to Schooling in Urban China: Ordinary Least Squares the Instrumental Variables Approach."" Rural Labor Migration, Discrimination, and the New Dual Labor Market in China (2014): 97-114.", 
Inequality and investment,https://economics.mit.edu/sites/default/files/publications/Inequality%20and%20Investment.pdf,"Banerjee, Abhijit. ""Inequality and investment."" Massachusetts Institute of Technology. Cambridge, Massachusetts (2004).", 
Intergenerational Effects of Mother's Schooling on Children's Outcomes: Causal Links and Transmission Channels,https://sgfm.elcorteingles.es/SGFM/FRA/recursos/doc/Actos/2005/619376377_46200718204.pdf,"Carneiro, Pedro, Costas Meghir, and Matthias Parey. Intergenerational Effects of Mother’s Schooling on Children’s Outcomes: Causal Links and Transmission Channels. MIMEO, 2005.", 
The economic value of intermediate vocational education and qualifications,https://dera.ioe.ac.uk/11087/2/UKCES%20Full%20Report%2011.pdf,"McIntosh, Steven, and Richard Garrett. ""The economic value of intermediate vocational education and qualifications."" (2009).", 
Movilidad de la ense?anza intergeneracional y condiciones macro y políticas de ense?anza en América Latina,https://www.academia.edu/download/51408473/Movilidad_de_la_enseanza_intergeneracion20170118-2337-19h0taf.pdf,"Birdsall, Nancy, and Jere R. Behrman. ""Movilidad de la ense?anza intergeneracional y condiciones macro y políticas de ense?anza en América Latina."" In Workshop on Social Mobility at the Brookings Institution, vol. 4, p. 5. 1998.", 
"The Role of agriculture and human capital in economic growth: farmers, schooling, and health",https://ageconsearch.umn.edu/record/18202/files/wp040016.pdf,"Huffman, Wallace E., and Peter F. Orazem. The Role of agriculture and human capital in economic growth: farmers, schooling, and health. No. 1043-2016-85345. 2004.", 
Industry Knowledge Spillovers: Do Workers Gain from Their Collective Experiences?,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b1cead90c65467a0854f5edcdffabb729cac8280,"Riley, Rebecca. Industry Knowledge Spillovers: Do Workers Gain from Their Collective Experiences?. Centre for Learning and Life Chances in Knowledge Economies and Societies, 2010.", 
Three studies on the value and risk of higher education,https://search.proquest.com/openview/2b649c48d47f327e2d559fd99f4744fe/1?pq-origsite=gscholar&cbl=18750,"Best, Katharina Ley. ""Three studies on the value and risk of higher education."" PhD diss., University of Michigan, 2013.", 
Contributions of Zvi Griliches,https://www.nber.org/system/files/working_papers/w12318/w12318.pdf,"Heckman, James J. ""Contributions of Zvi Griliches."" (2006).", 
Cost of Educational Deprivation: A Case of Pakistan,https://pdfs.semanticscholar.org/2aaf/56e1d4cdf3fc3a644d2d33fc30243be9ad73.pdf,"Rafique, Nayar, and Idrees Khawaja. ""Cost of Educational Deprivation: A Case of Pakistan."" International Journal of Economics and Financial Issues 10, no. 5 (2020): 187.", 
What holds back the second generation? The intergenerational transmission of language human capital among immigrants,http://jhr.uwpress.org/content/43/2/267.short,"Bleakley, Hoyt, and Aimee Chin. ""What holds back the second generation? The intergenerational transmission of language human capital among immigrants."" Journal of human resources 43, no. 2 (2008): 267-298.", 
The gender wage gap in Belarus,https://link.springer.com/article/10.1007/s11300-005-0072-x,"Pastore, Francesco, and Alina Verashchagina. ""The gender wage gap in Belarus."" Transition Studies Review 12 (2005): 497-511.", 
Gary S. Becker (1930–2014),https://link.springer.com/chapter/10.1007/978-3-031-01775-9_32,"Teixeira, Pedro N. ""Gary S. Becker (1930–2014)."" In The Palgrave Companion to Chicago Economics, pp. 817-840. Cham: Springer International Publishing, 2023.", 
"Short and long term interactions among education, democratization, political stability, and growth",https://www.ideals.illinois.edu/items/1107,"McMahon, Walter W. ""Short and long term interactions among education, democratization, political stability, and growth."" Occasional Papers (2004).", 
WORKING PAPERS IN ECONOMICS & ECONOMETRICS,https://cbe.anu.edu.au/researchpapers/econ/wp510.pdf,"SOUTH, RETURNS TO EDUCATION IN, and SELECTION BIAS. ""WORKING PAPERS IN ECONOMICS & ECONOMETRICS."" (2009).", 
"The importance of graduates to the Scottish economy: a “micro to macro"" approach",https://strathprints.strath.ac.uk/39716/,"HERMANNSSON, Kristinn, et al. The importance of graduates to the Scottish economy: a “micro to macro"" approach. 2010.", 
Does your Education Payoff?,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=cf08d0a2660bc64307174134987fa068b96f222d,"Fuglsang, Anette Hove. ""Does your Education Payoff?.""", 
Do school subsidy programs generate lasting benefits? A five-year follow-up of Oportunidades participants,https://www.researchgate.net/profile/Jere-Behrman/publication/228347959_Do_School_Subsidy_Programs_Generate_Lasting_Benefits_A_Five-Year_Follow-Up_of_Oportunidades_Participants/links/02bfe510292ab6abae000000/Do-School-Subsidy-Programs-Generate-Lasting-Benefits-A-Five-Year-Follow-Up-of-Oportunidades-Participants.pdf,"Behrman, Jere R., Susan W. Parker, and Petra E. Todd. ""Do school subsidy programs generate lasting benefits? A five-year follow-up of Oportunidades participants."" University of Pennsylvania and Centro de Investigación y Docencia Económicas (2007).", 
Returns to Higher Education and Gender,https://link.springer.com/content/pdf/10.1007/978-94-017-8905-9_112.pdf,"Figueiredo, Hugo. ""Returns to Higher Education and Gender."" In The International Encyclopedia of Higher Education Systems and Institutions, pp. 2474-2483. Dordrecht: Springer Netherlands, 2020.", 
An economic analysis of household educational decisions in Malaysia,https://search.proquest.com/openview/c72039136d8686131454639ad40b3b81/1?pq-origsite=gscholar&cbl=18750,"Kenayathulla, Husaina Banu. An economic analysis of household educational decisions in Malaysia. Indiana University, 2012.", 
"Education, experience and earnings: a multilevel analysis-a case study of the manufacturing sector in Iran.",https://discovery.ucl.ac.uk/id/eprint/10020324/,"Rushnavand, Naderi. ""Education, experience and earnings: a multilevel analysis-a case study of the manufacturing sector in Iran."" PhD diss., Institute of Education, University of London, 1999.", 
Capturing the overall economic impacts of HEIs,https://eprints.gla.ac.uk/88205,"Hermannsson, Kristinn, and K. Swales. ""Capturing the overall economic impacts of HEIs."" Commissioned report (2010).", 
