obs_n,study_id,study_name,effect,se,t_stat,95_lower,95_upper,pcc,se_pcc,se_pcc_precision,est_short_run,est_long_run,est_agg_city,est_agg_subregion,est_agg_region,est_agg_country,est_agg_continent,n_obs,regressands,reg_df,study_size,years_of_schooling,years_of_experience,schooling_years,schooling_levels,wage_log_hourly,wage_log_daily,wage_log_monthly,wage_mean_annual_earnings,data_type_micro,data_type_survey,data_type_national_register,data_cross_section,data_panel,data_avgyear,no_ed,prim_ed,sec_ed,higher_ed,wage_earners,self_employed,gender_male,gender_female,private_sector,public_sector,ethnicity_caucasian,ethnicity_other,sector_rural,sector_urban,country,region_advanced_economies,region_east_asia_and_pacific,region_europe_and_central_asia,region_latin_america_and_caribbean,region_middle_east_and_north_africa,region_south_asia,region_sub_saharan_africa,income_high,income_middle,income_low,med_exp,min_wage,freedom_index,mean_age,method_ols,method_cohort,method_fe,method_2sls,method_heckman,method_probit,method_IV,ability_direct,ability_proxy,ability_uncontrolled,ability_unmentioned,instr_parents_ed,instr_distance_to_school,instr_other,age_control,age_sq_control,exp_control,exp_sq_control,ethnicity_control,health_control,gender_control,marriage_control,occupation_control,firm_char_control,area_control,macro_var_control,impact_factor,citations,published,unpublished,pub_year,X
1331,85,Devereux et al. (2010),7.2,4.1,1.75609756097561,3.1000000000000005,11.3,0.00748210413310397,0.004260642631350871,234.70637801015053,0,1,0,0,0,1,0,55088,3,55084,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.303,252,1,0,31,X
1332,85,Devereux et al. (2010),1.9,2.3,0.8260869565217391,-0.3999999999999999,4.199999999999999,0.002820811431415372,0.0034146664696080823,292.85437066852825,0,1,0,0,0,1,0,85766,2,85763,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1333,85,Devereux et al. (2010),0.9,5,0.18,-4.1,5.9,7.782148995226936e-4,0.004323416108459409,231.29857846515182,0,1,0,0,0,1,0,53502,2,53499,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1334,85,Devereux et al. (2010),-0.2,5.2,-0.038461538461538464,-5.4,5,-1.6678013196798737e-4,0.004336283431167671,230.61223185097955,0,1,0,0,0,1,0,53186,3,53182,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1335,85,Devereux et al. (2010),2.2,7,0.31428571428571433,-4.8,9.2,0.0013391197058693848,0.004260835427766224,234.69575789841238,0,1,0,0,0,1,0,55088,5,55082,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1336,85,Devereux et al. (2010),6.2,4.9,1.2653061224489794,1.2999999999999998,11.100000000000001,0.0053910897683797435,0.004260699978235604,234.70321898002058,0,1,0,0,0,1,0,55088,3,55084,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.303,252,1,0,31,X
1337,85,Devereux et al. (2010),2.5,2.7,0.9259259259259258,-0.20000000000000018,5.2,0.00316172498835653,0.0034146629874250533,292.8546693136722,0,1,0,0,0,1,0,85766,2,85763,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1338,85,Devereux et al. (2010),1.2,4.8,0.25,-3.5999999999999996,6,0.0010808537230561522,0.004323414892224609,231.29864353255513,0,1,0,0,0,1,0,53502,2,53499,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1339,85,Devereux et al. (2010),0.1,5.2,0.019230769230769232,-5.1000000000000005,5.3,8.339006685382335e-5,0.004336283476398814,230.61222944549684,0,1,0,0,0,1,0,53186,3,53182,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1340,85,Devereux et al. (2010),3.4,6.7,0.5074626865671642,-3.3000000000000003,10.1,0.002162211877523147,0.004260829288060319,234.69609608678678,0,1,0,0,0,1,0,55088,5,55082,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.303,252,1,0,31,X
1341,85,Devereux et al. (2010),7.2,5,1.44,2.2,12.2,0.006135381649824118,0.004260681701266748,234.70422578215332,0,1,0,0,0,1,0,55088,3,55084,15,6.21,34.26,1,0,1,0,0,0,0,1,0,0,1,1984,0.19,0.63,0.09,0.09,0.91,0.09,0.55000000000000004,0.45,NA,NA,0,1,NA,NA,United Kingdom,1,0,0,0,0,0,0,1,0,0,NA,1702,0.924,46.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.303,252,1,0,31,X
1342,86,Dougherty et al. (1991),8.13294033639691,0.2151269731677879,37.80530268537566,7.917813363229122,8.348067309564698,0.2904472662069473,0.007682712359800835,130.1623636506839,1,0,0,0,0,1,0,15523,9,15513,7,5.56,16.9,0,1,0,0,1,0,0,0,1,1,0,1980,0.37,0.51,0.08,3.9999999999999994E-2,1,0,1,0,1,0,0,1,0,1,Brazil,0,0,0,1,0,0,0,0,1,0,3617,9,0.173,28.459999999999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,88,1,0,12,X
1343,86,Dougherty et al. (1991),6.784682633098926,0.1278186225269317,53.08054881963211,6.6568640105719945,6.912501255625858,0.3920556525602834,0.007386051223631653,135.39034183793666,1,0,0,0,0,1,0,15523,9,15513,7,5.56,16.9,0,1,0,0,1,0,0,0,1,1,0,1980,0.37,0.51,0.08,3.9999999999999994E-2,1,0,1,0,1,0,0,1,0,1,Brazil,0,0,0,1,0,0,0,0,1,0,3617,9,0.173,28.459999999999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,88,1,0,12,X
1344,86,Dougherty et al. (1991),7.374223793472123,0.101126935533294,72.92047123334724,7.273096857938829,7.4753507290054175,0.5052434738637149,0.0069286918380837646,144.3273886859089,1,0,0,0,0,1,0,15523,9,15513,7,5.56,16.9,0,1,0,0,1,0,0,0,1,1,0,1980,0.37,0.51,0.08,3.9999999999999994E-2,1,0,1,0,1,0,0,1,0,1,Brazil,0,0,0,1,0,0,0,0,1,0,3617,9,0.173,28.459999999999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,88,1,0,12,X
1345,86,Dougherty et al. (1991),7.253543338230206,0.1255138972506049,57.79075861016058,7.128029440979601,7.379057235480811,0.42089211552036515,0.007283034963420003,137.30539603649177,1,0,0,0,0,1,0,15523,9,15513,7,5.56,16.9,0,1,0,0,1,0,0,0,1,1,0,1980,0.37,0.51,0.08,3.9999999999999994E-2,1,0,1,0,1,0,0,1,0,1,Brazil,0,0,0,1,0,0,0,0,1,0,3617,9,0.173,28.459999999999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,88,1,0,12,X
1346,86,Dougherty et al. (1991),8.332866971988139,0.0868959580511588,95.89475919101184,8.24597101393698,8.419762930039298,0.6100550173705113,0.006361713846690503,157.19034588772348,1,0,0,0,0,1,0,15523,9,15513,7,5.56,16.9,0,1,0,0,1,0,0,0,1,1,0,1980,0.37,0.51,0.08,3.9999999999999994E-2,1,0,1,0,1,0,0,1,0,1,Brazil,0,0,0,1,0,0,0,0,1,0,3617,9,0.173,28.459999999999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,88,1,0,12,X
1347,86,Dougherty et al. (1991),7.819620227853408,0.09916627104222635,78.85362780782296,7.720453956811181,7.918786498895634,0.5349126589331556,0.006783615082831834,147.41402449717827,1,0,0,0,0,1,0,15523,9,15513,7,5.56,16.9,0,1,0,0,1,0,0,0,1,1,0,1980,0.37,0.51,0.08,3.9999999999999994E-2,1,0,1,0,1,0,0,1,0,1,Brazil,0,0,0,1,0,0,0,0,1,0,3617,9,0.173,28.459999999999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,88,1,0,12,X
1348,86,Dougherty et al. (1991),6.918718253089717,0.1278852018092063,54.10100742861436,6.790833051280511,7.046603454898924,0.3984059793052721,0.007364113872204028,135.79366334549997,1,0,0,0,0,1,0,15523,9,15513,7,5.56,16.9,0,1,0,0,1,0,0,0,1,1,0,1980,0.37,0.51,0.08,3.9999999999999994E-2,1,0,1,0,1,0,0,1,0,1,Brazil,0,0,0,1,0,0,0,0,1,0,3617,9,0.173,28.459999999999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.298,88,1,0,12,X
1349,87,Duflo (2001),7.76,0.062,125.16129032258064,7.6979999999999995,7.822,0.4531696857462426,0.0036206856335395674,276.1907829657125,1,0,0,0,1,0,0,60633,16,60616,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1350,87,Duflo (2001),7.77,0.0621,125.12077294685989,7.7078999999999995,7.8321,0.4535499086165751,0.0036248969530359486,275.86991105015363,1,0,0,0,1,0,0,60466,16,60449,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1351,87,Duflo (2001),7.67,0.0646,118.73065015479875,7.6053999999999995,7.7346,0.4512680675336197,0.0038007714684057154,263.10447979116816,1,0,0,0,1,0,0,55144,16,55127,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.007,2852,1,0,22,X
1352,87,Duflo (2001),6.75,2.8,2.410714285714286,3.95,9.55,0.009791095496344574,0.004061491465150341,246.21497018533898,1,0,0,0,1,0,0,60633,16,60616,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1353,87,Duflo (2001),8.09,2.72,2.974264705882353,5.369999999999999,10.81,0.012096320400870456,0.004066995239847669,245.88177291239109,1,0,0,0,1,0,0,60466,16,60449,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1354,87,Duflo (2001),10.6,2.22,4.774774774774774,8.379999999999999,12.82,0.020332038617907406,0.00425821940865608,234.83994224609626,1,0,0,0,1,0,0,55144,16,55127,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.007,2852,1,0,22,X
1355,87,Duflo (2001),9.08,5.41,1.6783733826247689,3.67,14.49,0.007148177172048496,0.004258991024315238,234.79739550772598,1,0,0,0,1,0,0,55144,16,55127,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1356,87,Duflo (2001),7.52,3.38,2.224852071005917,4.14,10.899999999999999,0.009036281911109159,0.004061520327067681,246.21322053605866,1,0,0,0,1,0,0,60633,16,60616,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1357,87,Duflo (2001),8.62,3.36,2.5654761904761902,5.26,11.979999999999999,0.010433974870251501,0.004067071411142117,245.87716784623152,1,0,0,0,1,0,0,60466,16,60449,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1358,87,Duflo (2001),10.4,3.04,3.4210526315789473,7.36,13.440000000000001,0.014569058267522302,0.0042586478012757506,234.816318856054,1,0,0,0,1,0,0,55144,16,55127,23,9,15.5,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.007,2852,1,0,22,X
1359,87,Duflo (2001),6.98,0.0601,116.13976705490849,6.9199,7.040100000000001,0.42663729749733953,0.003673481601660474,272.22131711452795,1,0,0,0,1,0,0,60633,16,60616,23,9,15.5,1,0,0,0,1,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1360,87,Duflo (2001),6.98,0.0602,115.94684385382061,6.9198,7.0402000000000005,0.4265385123309996,0.003678741897181401,271.83206322960183,1,0,0,0,1,0,0,60466,16,60449,23,9,15.5,1,0,0,0,1,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1361,87,Duflo (2001),6.89,0.0628,109.71337579617835,6.8271999999999995,6.9528,0.4233418676313706,0.0038586167325471796,259.16023002882497,1,0,0,0,1,0,0,55144,16,55127,23,9,15.5,1,0,0,0,1,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.007,2852,1,0,22,X
1362,87,Duflo (2001),7.56,2.8,2.7,4.76,10.36,0.010965893237543428,0.004061441939830899,246.21797253653114,1,0,0,0,1,0,0,60633,16,60616,23,9,15.5,1,0,0,0,1,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1363,87,Duflo (2001),9.25,2.78,3.327338129496403,6.470000000000001,12.03,0.013532019338235989,0.004066920406518492,245.88629725754947,1,0,0,0,1,0,0,60466,16,60449,23,9,15.5,1,0,0,0,1,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1364,87,Duflo (2001),9.13,2.19,4.1689497716894985,6.940000000000001,11.32,0.017753174955812422,0.004258428603858619,234.8284057395929,1,0,0,0,1,0,0,55144,16,55127,23,9,15.5,1,0,0,0,1,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.007,2852,1,0,22,X
1365,87,Duflo (2001),13.4,6.31,2.1236133122028527,7.090000000000001,19.71,0.00904431118117457,0.0042589256382993684,234.80100028215332,1,0,0,0,1,0,0,55144,16,55127,23,9,15.5,1,0,0,0,1,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,1,0,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1366,87,Duflo (2001),5.39,0.0354,152.25988700564972,5.3546,5.4254,0.3627754801292239,0.0023826070494572405,419.7083191824689,1,0,0,0,1,0,0,152989,16,152972,23,7.98,16.52,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,0.38500000000000001,0.61499999999999999,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1367,87,Duflo (2001),5.39,0.0354,152.25988700564972,5.3546,5.4254,0.3632852267250903,0.0023859549213484594,419.11940206935446,1,0,0,0,1,0,0,152495,16,152478,23,7.98,16.52,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,0.38500000000000001,0.61499999999999999,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1368,87,Duflo (2001),5.39,0.0355,151.83098591549296,5.3545,5.4254999999999995,0.3724944855186549,0.002453349579946614,407.6059963789427,1,0,0,0,1,0,0,143107,16,143090,23,7.98,16.52,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,0.38500000000000001,0.61499999999999999,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.007,2852,1,0,22,X
1369,87,Duflo (2001),5.09,1.57,3.2420382165605095,3.5199999999999996,6.66,0.008288906441460525,0.002556696092945584,391.12978768152857,1,0,0,0,1,0,0,152989,16,152972,23,7.98,16.52,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,0.38500000000000001,0.61499999999999999,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1370,87,Duflo (2001),7.45,1.36,5.477941176470588,6.09,8.81,0.014027201651511953,0.002560670368598155,390.522736648627,1,0,0,0,1,0,0,152495,16,152478,23,7.98,16.52,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,0.38500000000000001,0.61499999999999999,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.007,2852,1,0,22,X
1371,87,Duflo (2001),3.46,1.38,2.5072463768115942,2.08,4.84,0.006628005054912146,0.002643539588375365,378.28069774229033,1,0,0,0,1,0,0,143107,16,143090,23,7.98,16.52,1,0,1,0,0,0,0,0,1,1,0,1995,0.32,0.16999999999999998,0.33999999999999997,0.16999999999999998,0.38500000000000001,0.61499999999999999,NA,NA,NA,NA,0,1,NA,NA,Indonesia,0,1,0,0,0,0,0,0,1,0,1073,69,0.221,30.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.007,2852,1,0,22,X
1372,88,Duraisamy (2002),6.884527453001676,0.1449810515534459,47.48570505755891,6.73954640144823,7.029508504555121,0.16178867742877887,0.003407102774038413,293.50450113211804,1,0,1,0,0,0,0,83900,9,83890,30,4.42,24.857,0,1,0,1,0,0,1,0,0,0,1,1994,0.56299999999999994,9.4500000000000001E-2,0.23799999999999999,0.10449999999999997,0.44750000000000001,0.55249999999999999,0.75693600000000005,0.24306399999999995,NA,NA,0,1,0.41649999999999998,0.58350000000000002,India,0,0,0,0,0,1,0,0,1,0,397,327,0.71,35.277,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.298,386,1,0,23,X
1373,88,Duraisamy (2002),6.191254764032195,0.07771881830277089,79.66223495463852,6.113535945729423,6.268973582334966,0.26519320759327264,0.0033289702171208184,300.39319512593494,1,0,1,0,0,0,0,83900,9,83890,30,4.42,24.857,0,1,0,1,0,0,1,0,0,0,1,1994,0.56299999999999994,9.4500000000000001E-2,0.23799999999999999,0.10449999999999997,0.44750000000000001,0.55249999999999999,0.75693600000000005,0.24306399999999995,NA,NA,0,1,0.41649999999999998,0.58350000000000002,India,0,0,0,0,0,1,0,0,1,0,397,327,0.71,35.277,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.298,386,1,0,23,X
1374,88,Duraisamy (2002),6.977397894461013,0.05508607794228172,126.6635446758764,6.9223118165187305,7.032483972403295,0.4006782376337373,0.0031633272119381017,316.12284566265964,1,0,1,0,0,0,0,83900,9,83890,30,4.42,24.857,0,1,0,1,0,0,1,0,0,0,1,1994,0.56299999999999994,9.4500000000000001E-2,0.23799999999999999,0.10449999999999997,0.44750000000000001,0.55249999999999999,0.75693600000000005,0.24306399999999995,NA,NA,0,1,0.41649999999999998,0.58350000000000002,India,0,0,0,0,0,1,0,0,1,0,397,327,0.71,35.277,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.298,386,1,0,23,X
1375,88,Duraisamy (2002),6.582614147197208,0.05274159369836008,124.8087834593039,6.529872553498848,6.635355740895568,0.39573561105730165,0.0031707352646886283,315.3842615423151,1,0,1,0,0,0,0,83900,9,83890,30,4.42,24.857,0,1,0,1,0,0,1,0,0,0,1,1994,0.56299999999999994,9.4500000000000001E-2,0.23799999999999999,0.10449999999999997,0.44750000000000001,0.55249999999999999,0.75693600000000005,0.24306399999999995,NA,NA,0,1,0.41649999999999998,0.58350000000000002,India,0,0,0,0,0,1,0,0,1,0,397,327,0.71,35.277,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.298,386,1,0,23,X
